Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
270,FIFA Soccer 06,ps2,2005.0,sports,electronic arts,0.78,2.55,0.04,0.84,4.21
271,EyeToy Play,ps2,2003.0,misc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2
272,Uncharted 4: A Thief's End,ps4,2016.0,shooter,sony computer entertainment,1.3,2.07,0.18,0.65,4.2
273,Gran Turismo 5 Prologue,ps3,2007.0,racing,sony computer entertainment,1.28,1.83,0.57,0.53,4.2
274,Assassin's Creed: Revelations,x360,2011.0,action,ubisoft,2.25,1.47,0.04,0.43,4.19
275,Street Fighter IV,ps3,2009.0,fighting,capcom,2.02,1.06,0.58,0.53,4.19
276,FIFA 12,x360,2011.0,sports,electronic arts,0.84,2.79,0.02,0.53,4.19
277,Teenage Mutant Ninja Turtles,nes,1989.0,action,palcom,3.38,0.44,0.31,0.04,4.17
278,Excitebike,nes,1984.0,racing,nintendo,2.04,0.48,1.57,0.07,4.16
279,Frogger,ps,1997.0,action,hasbro interactive,3.79,0.27,0.0,0.11,4.16
280,Madden NFL 2003,ps2,2002.0,sports,electronic arts,3.36,0.21,0.01,0.56,4.14
281,Watch Dogs,ps4,2014.0,action,ubisoft,1.4,1.86,0.11,0.77,4.14
282,Half-Life,pc,1997.0,shooter,vivendi games,4.03,0.0,0.09,0.0,4.12
283,Super Mario World 2: Yoshi's Island,snes,1995.0,platform,nintendo,1.65,0.61,1.76,0.09,4.12
284,FIFA Soccer 07,ps2,2006.0,sports,electronic arts,0.71,2.48,0.03,0.89,4.11
285,The Legend of Zelda: Skyward Sword,wii,2011.0,action,nintendo,2.14,1.2,0.37,0.4,4.1
286,Street Fighter II Turbo,snes,1992.0,fighting,capcom,1.42,0.51,2.1,0.07,4.1
287,Carnival Games,wii,2007.0,misc,take-two interactive,2.13,1.5,0.05,0.42,4.1
288,Fallout 4,xone,2015.0,role-playing,bethesda softworks,2.45,1.26,0.01,0.37,4.09
289,World of Warcraft: The Burning Crusade,pc,2007.0,role-playing,activision,2.57,1.52,0.0,0.0,4.09
290,Fallout: New Vegas,x360,2010.0,role-playing,bethesda softworks,2.65,1.06,0.04,0.33,4.08
291,God of War II,ps2,2007.0,action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07
292,Forza Motorsport 2,x360,2007.0,racing,microsoft game studios,2.35,1.28,0.03,0.41,4.06
293,World Soccer Winning Eleven 9,ps2,2005.0,sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06
294,Namco Museum Vol.3,ps,1996.0,misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05
295,Tekken Tag Tournament,ps2,2000.0,fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05
296,Far Cry 4,ps4,2014.0,shooter,ubisoft,1.12,2.12,0.1,0.69,4.03
297,Star Fox 64,n64,1997.0,shooter,nintendo,2.78,0.58,0.64,0.04,4.03
298,Minecraft,ps4,2014.0,misc,sony computer entertainment europe,1.38,1.87,0.12,0.65,4.02
299,Golf,nes,1984.0,sports,nintendo,1.22,0.28,2.46,0.04,4.01
300,Fallout 3,ps3,2008.0,role-playing,bethesda softworks,2.15,1.2,0.07,0.59,4.01
301,Professor Layton and the Diabolical Box,ds,2007.0,puzzle,nintendo,0.92,1.78,0.92,0.37,4.0
302,Left 4 Dead 2,x360,2009.0,shooter,electronic arts,2.67,0.89,0.05,0.37,3.99
303,Namco Museum: 50th Anniversary,ps2,2005.0,misc,namco bandai games,2.08,1.35,0.0,0.54,3.98
304,EA Sports Active,wii,2009.0,sports,electronic arts,2.1,1.36,0.06,0.4,3.92
305,Assassin's Creed: Unity,ps4,2014.0,action,ubisoft,1.18,1.96,0.08,0.7,3.92
306,Donkey Kong Land,gb,1994.0,platform,nintendo,1.97,0.76,1.07,0.11,3.91
307,Tony Hawk's Underground,ps2,2003.0,sports,activision,2.29,1.17,0.01,0.42,3.9
308,Assassin's Creed IV: Black Flag,ps3,2013.0,action,ubisoft,1.33,1.71,0.13,0.73,3.89
309,Monster Hunter 4 Ultimate,3ds,2014.0,role-playing,nintendo,0.67,0.49,2.62,0.11,3.89
310,MotorStorm,ps3,2006.0,racing,sony computer entertainment,1.53,1.61,0.06,0.67,3.88
311,The Elder Scrolls V: Skyrim,pc,2011.0,role-playing,bethesda softworks,1.15,2.09,0.0,0.64,3.88
312,Tekken 5,ps2,2005.0,fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87
313,Dragon Warrior III,nes,1988.0,role-playing,enix corporation,0.1,0.0,3.77,0.0,3.87
314,Sports Champions,ps3,2010.0,sports,sony computer entertainment,2.12,1.14,0.1,0.51,3.87
315,NBA 2K16,ps4,2015.0,sports,take-two interactive,2.48,0.65,0.03,0.69,3.85
316,World Soccer Winning Eleven 8 International,ps2,2004.0,sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85
317,Flash Focus: Vision Training in Minutes a Day,ds,2007.0,misc,nintendo,0.87,1.57,1.05,0.35,3.84
318,Namco Museum Vol.1,ps,1995.0,misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84
319,The Legend of Zelda: Link's Awakening,gb,1992.0,action,nintendo,2.21,0.96,0.54,0.13,3.83
320,Mario & Luigi: Bowser's Inside Story,ds,2009.0,role-playing,nintendo,2.26,0.48,0.81,0.27,3.83
321,Big Brain Academy: Wii Degree,wii,2007.0,misc,nintendo,1.06,1.93,0.41,0.43,3.82
322,Nintendogs + cats,3ds,2011.0,simulation,nintendo,1.44,1.37,0.73,0.27,3.81
323,Batman: Arkham Knight,ps4,2015.0,action,warner bros. interactive entertainment,1.49,1.58,0.1,0.61,3.79
324,Mario & Sonic at the London 2012 Olympic Games,wii,2011.0,sports,sega,1.14,1.91,0.27,0.46,3.78
325,LEGO Indiana Jones: The Original Adventures,x360,2008.0,action,activision,2.4,1.03,0.0,0.36,3.78
326,Resident Evil Director's Cut,ps,1996.0,action,virgin interactive,1.82,1.24,0.47,0.25,3.77
327,Ratchet & Clank: Size Matters,psp,2007.0,platform,sony computer entertainment,1.4,1.4,0.1,0.87,3.77
328,Just Dance 2014,wii,2013.0,misc,ubisoft,1.98,1.47,0.0,0.32,3.76
329,The Sims: Unleashed,pc,2002.0,simulation,electronic arts,2.03,1.56,0.0,0.17,3.76
330,Super Paper Mario,wii,2007.0,platform,nintendo,1.98,0.88,0.59,0.32,3.76
331,Harry Potter and the Sorcerer's Stone,ps,2001.0,action,electronic arts,1.37,2.0,0.14,0.22,3.73
332,The Witcher 3: Wild Hunt,ps4,2015.0,role-playing,namco bandai games,0.96,2.0,0.21,0.56,3.73
333,Resident Evil 3: Nemesis,ps,1999.0,action,eidos interactive,1.3,0.77,1.54,0.11,3.72
334,Spyro: Year of the Dragon,ps,2000.0,platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71
335,FIFA Soccer 2005,ps2,2004.0,sports,electronic arts,0.58,2.48,0.04,0.59,3.7
336,Pokémon Trading Card Game,gb,1998.0,strategy,nintendo,1.49,0.73,1.38,0.1,3.7
337,Battlefield 4,ps3,2013.0,shooter,electronic arts,1.3,1.51,0.27,0.61,3.69
338,MySims,ds,2007.0,simulation,electronic arts,1.59,1.61,0.08,0.41,3.69
339,Friend Collection,ds,2009.0,misc,nintendo,0.0,0.0,3.67,0.0,3.67
340,Tony Hawk's Pro Skater 4,ps2,2002.0,sports,activision,2.13,1.18,0.01,0.35,3.67
341,Midnight Club 3: DUB Edition,psp,2005.0,racing,take-two interactive,1.65,1.22,0.0,0.79,3.66
342,Banjo-Kazooie,n64,1998.0,platform,nintendo,1.87,1.13,0.55,0.1,3.65
343,SOCOM: U.S. Navy SEALs,ps2,2002.0,shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65
344,Guitar Hero: World Tour,wii,2008.0,misc,activision,2.33,0.97,0.0,0.35,3.65
345,Gran Turismo 6,ps3,2013.0,racing,sony computer entertainment,0.71,1.8,0.4,0.74,3.64
346,Jak and Daxter: The Precursor Legacy,ps2,2001.0,platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64
347,Pokemon Snap,n64,1999.0,simulation,nintendo,2.23,0.68,0.66,0.06,3.63
348,FIFA Soccer 10,ps3,2009.0,sports,electronic arts,0.6,2.46,0.05,0.52,3.63
349,Pro Evolution Soccer 2008,ps2,2007.0,sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63
350,Call of Duty: Ghosts,ps4,2013.0,shooter,activision,1.78,1.42,0.05,0.38,3.63
351,Resident Evil 4,ps2,2005.0,action,capcom,2.08,0.83,0.46,0.25,3.62
352,Tom Clancy's The Division,ps4,2016.0,shooter,ubisoft,1.28,1.61,0.15,0.57,3.61
353,Star Wars: Battlefront,ps2,2004.0,shooter,lucasarts,1.93,1.22,0.03,0.44,3.61
354,Doom II: Hell on Earth,pc,1994.0,shooter,virgin interactive,2.05,1.4,0.0,0.16,3.61
355,The Simpsons: Road Rage,ps2,2001.0,racing,electronic arts,2.02,1.17,0.0,0.42,3.61
356,Cooking Mama 2: Dinner With Friends,ds,2007.0,simulation,505 games,1.61,1.5,0.1,0.39,3.61
357,Luigi's Mansion,gc,2001.0,action,nintendo,2.38,0.67,0.46,0.1,3.6
358,Star Wars: Battlefront II,ps2,2005.0,shooter,lucasarts,2.18,1.02,0.03,0.37,3.59
359,WWF SmackDown!,ps,2000.0,fighting,thq,2.01,1.35,0.06,0.16,3.58
360,Croc: Legend of the Gobbos,ps,1997.0,platform,fox interactive,1.57,1.79,0.0,0.2,3.56
361,Grand Theft Auto: Liberty City Stories,ps2,2006.0,action,take-two interactive,1.56,1.4,0.07,0.5,3.54
362,The Getaway,ps2,2002.0,action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54
363,Tomb Raider III: Adventures of Lara Croft,ps,1997.0,action,eidos interactive,1.66,1.58,0.12,0.18,3.54
364,James Bond 007: Agent Under Fire,ps2,2001.0,shooter,electronic arts,1.9,1.13,0.1,0.41,3.53
365,LEGO Star Wars: The Video Game,ps2,2005.0,action,eidos interactive,1.98,1.14,0.01,0.41,3.53
366,Battlefield 4,x360,2013.0,shooter,electronic arts,2.14,1.08,0.02,0.29,3.53
367,FIFA Soccer 11,x360,2010.0,sports,electronic arts,0.71,2.4,0.02,0.4,3.53
368,Rugrats in Paris: The Movie,ps,2000.0,action,thq,1.96,1.33,0.0,0.23,3.52
369,Spyro 2: Ripto's Rage!,ps,1999.0,platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52
370,Left 4 Dead,x360,2008.0,shooter,electronic arts,2.66,0.5,0.05,0.3,3.52
371,Mario & Sonic at the Olympic Winter Games,ds,2009.0,sports,sega,1.22,1.66,0.27,0.38,3.52
372,Resident Evil 5,x360,2009.0,action,capcom,2.11,0.94,0.12,0.34,3.51
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,snes,1996.0,platform,nintendo,1.17,0.5,1.75,0.08,3.51
374,Assassin's Creed: Brotherhood,x360,2010.0,action,ubisoft,2.84,0.39,0.03,0.24,3.5
375,Kung Fu,nes,1985.0,action,nintendo,1.64,0.38,1.42,0.06,3.5
376,Batman: Arkham Asylum,x360,2009.0,action,eidos interactive,2.2,0.97,0.02,0.31,3.5
377,Clubhouse Games,ds,2006.0,misc,nintendo,0.59,1.83,0.73,0.35,3.5
378,FIFA Soccer 2004,ps2,2009.0,sports,electronic arts,0.59,2.36,0.04,0.51,3.49
379,Star Wars Battlefront (2015),xone,2015.0,shooter,electronic arts,1.94,1.22,0.02,0.31,3.49
380,Battlefield: Bad Company 2,x360,2010.0,shooter,electronic arts,2.09,1.02,0.04,0.32,3.48
381,Guitar Hero: On Tour,ds,2008.0,misc,activision,2.11,1.01,0.01,0.35,3.48
382,Assassin's Creed: Unity,xone,2014.0,action,ubisoft,2.26,0.89,0.0,0.3,3.46
383,Far Cry 3,ps3,2012.0,shooter,ubisoft,0.88,1.75,0.1,0.72,3.45
384,Monster Hunter 4,3ds,2013.0,role-playing,capcom,0.0,0.0,3.44,0.0,3.44
385,Borderlands,x360,2009.0,shooter,take-two interactive,2.39,0.73,0.03,0.29,3.44
386,Tekken 4,ps2,2002.0,fighting,namco bandai games,1.55,1.27,0.33,0.29,3.44
387,Battlefield 4,ps4,2013.0,shooter,electronic arts,1.34,1.54,0.17,0.38,3.43
388,LittleBigPlanet 2,ps3,2011.0,platform,sony computer entertainment,1.82,1.07,0.06,0.47,3.42
389,Grand Theft Auto 2,ps,1998.0,action,take-two interactive,1.13,2.07,0.0,0.22,3.42
390,Final Fantasy III,snes,1994.0,role-playing,squaresoft,0.86,0.0,2.55,0.02,3.42
391,Spider-Man 2,ps2,2004.0,action,activision,1.75,1.2,0.02,0.43,3.41
392,F-1 Race,gb,1990.0,racing,nintendo,1.73,0.69,0.59,0.4,3.41
393,FIFA Soccer 2003,ps2,2002.0,sports,electronic arts,0.46,2.28,0.05,0.61,3.4
394,Crash Bash,ps,2000.0,misc,sony computer entertainment,1.56,1.47,0.19,0.17,3.39
395,LEGO Batman: The Videogame,x360,2008.0,action,warner bros. interactive entertainment,2.03,1.03,0.0,0.32,3.38
396,Metal Gear Solid V: The Phantom Pain,ps4,2015.0,action,konami digital entertainment,1.08,1.35,0.48,0.47,3.38
397,The Legend of Zelda: Spirit Tracks,ds,2009.0,action,nintendo,1.43,0.94,0.74,0.27,3.38
398,WWF War Zone,ps,1998.0,fighting,acclaim entertainment,2.47,0.76,0.0,0.13,3.36
399,The Legend of Zelda: Majora's Mask,n64,2000.0,action,nintendo,1.9,0.67,0.73,0.06,3.36
400,Professor Layton and the Unwound Future,ds,2008.0,puzzle,nintendo,0.65,1.61,0.82,0.28,3.36
401,Rugrats: Search For Reptar,ps,1998.0,adventure,thq,1.63,1.53,0.0,0.18,3.34
402,Assassin's Creed IV: Black Flag,x360,2013.0,action,ubisoft,1.9,1.14,0.01,0.29,3.34
403,English Training: Have Fun Improving Your Skills!,ds,2006.0,misc,nintendo,0.0,0.99,2.32,0.02,3.33
404,James Bond 007: Nightfire,ps2,2002.0,shooter,electronic arts,1.45,1.29,0.12,0.46,3.33
405,Ratchet & Clank,ps2,2002.0,platform,sony computer entertainment,1.44,1.01,0.57,0.3,3.33
406,Mario Party 9,wii,2012.0,misc,nintendo,1.15,1.17,0.76,0.24,3.32
407,Star Wars Episode III: Revenge of the Sith,ps2,2005.0,action,lucasarts,1.47,1.39,0.03,0.43,3.32
408,Max Payne,ps2,2001.0,shooter,take-two interactive,1.99,1.05,0.05,0.22,3.31
409,The Lord of the Rings: The Return of the King,ps2,2003.0,action,electronic arts,1.5,1.28,0.05,0.46,3.28
410,Assassin's Creed Syndicate,ps4,2015.0,action,ubisoft,0.8,1.92,0.06,0.5,3.28
411,Destiny,xone,2014.0,shooter,activision,2.13,0.92,0.0,0.23,3.28
412,True Crime: Streets of LA,ps2,2003.0,action,activision,1.89,1.05,0.02,0.31,3.27
413,Wii Music,wii,2008.0,misc,nintendo,1.36,1.13,0.46,0.32,3.27
414,Gran Turismo (PSP),psp,2009.0,racing,sony computer entertainment,0.5,1.59,0.31,0.87,3.27
415,Monster Hunter X,3ds,2015.0,action,capcom,0.25,0.19,2.78,0.04,3.26
416,Tekken,ps,1995.0,fighting,sony computer entertainment,0.95,1.3,0.77,0.22,3.24
417,FIFA 16,xone,2015.0,sports,electronic arts,0.88,2.11,0.0,0.23,3.23
418,L.A. Noire,ps3,2011.0,adventure,take-two interactive,1.27,1.33,0.12,0.51,3.23
419,Madden NFL 16,ps4,2015.0,sports,electronic arts,2.33,0.3,0.0,0.59,3.22
420,Yokai Watch 2 Ganso/Honke,3ds,2014.0,role-playing,nintendo,0.03,0.0,3.18,0.0,3.22
421,007: Tomorrow Never Dies,ps,1999.0,shooter,electronic arts,1.72,1.33,0.0,0.16,3.21
422,Baseball,nes,1983.0,sports,nintendo,0.73,0.1,2.35,0.02,3.2
423,Killer Instinct,snes,1995.0,fighting,nintendo,2.26,0.72,0.12,0.1,3.2
424,WWF SmackDown! 2: Know Your Role,ps,2000.0,fighting,thq,1.76,1.21,0.07,0.16,3.2
425,Crisis Core: Final Fantasy VII,psp,2007.0,role-playing,square enix,1.35,0.6,0.8,0.44,3.19
426,God of War: Chains of Olympus,psp,2008.0,action,sony computer entertainment,1.48,1.01,0.04,0.66,3.19
427,Dragon Quest VI: Maboroshi no Daichi,snes,1995.0,role-playing,enix corporation,0.0,0.0,3.19,0.0,3.19
428,Dance Central,x360,2010.0,misc,mtv games,2.15,0.77,0.01,0.26,3.19
429,Enter the Matrix,ps2,2003.0,action,atari,1.78,1.12,0.09,0.19,3.18
430,Super Mario Maker,wiiu,2015.0,platform,nintendo,1.18,0.87,0.93,0.2,3.18
431,Fallout: New Vegas,ps3,2010.0,role-playing,bethesda softworks,1.52,1.08,0.1,0.47,3.17
432,LEGO Batman: The Videogame,wii,2009.0,action,warner bros. interactive entertainment,1.86,1.02,0.0,0.29,3.17
433,Rhythm Heaven,ds,2008.0,misc,nintendo,0.58,0.51,1.93,0.14,3.17
434,Ace Combat 04: Shattered Skies,ps2,2001.0,simulation,sony computer entertainment europe,2.06,0.56,0.38,0.17,3.17
435,Club Penguin: Elite Penguin Force,ds,2008.0,adventure,disney interactive studios,1.88,0.98,0.0,0.3,3.16
436,Animal Crossing,gc,2001.0,simulation,nintendo,1.92,0.16,0.99,0.09,3.15
437,LEGO Batman: The Videogame,ds,2008.0,action,warner bros. interactive entertainment,1.79,1.06,0.0,0.29,3.15
438,Sonic Rush,ds,2005.0,platform,sega,1.22,1.57,0.06,0.29,3.15
439,Resident Evil 6,ps3,2012.0,shooter,capcom,0.88,0.97,0.88,0.42,3.15
440,Halo: The Master Chief Collection,xone,2014.0,shooter,microsoft game studios,1.89,0.99,0.03,0.24,3.15
441,FIFA Soccer 08,ps2,2007.0,sports,electronic arts,0.68,0.0,0.0,2.46,3.14
442,Spider-Man,ps,2000.0,action,activision,1.7,1.25,0.02,0.16,3.13
443,Need for Speed III: Hot Pursuit,ps,1998.0,racing,electronic arts,2.14,0.86,0.0,0.13,3.12
444,Star Wars Episode I Racer,n64,1999.0,racing,nintendo,2.31,0.62,0.14,0.04,3.12
445,Personal Trainer: Cooking,ds,2006.0,misc,nintendo,0.91,1.0,1.03,0.17,3.12
446,The Elder Scrolls IV: Oblivion,ps3,2007.0,role-playing,ubisoft,1.69,0.87,0.14,0.42,3.12
447,Dragon Warrior IV,nes,1990.0,role-playing,enix corporation,0.08,0.0,3.03,0.01,3.12
448,Heavy Rain,ps3,2010.0,adventure,sony computer entertainment,1.29,1.27,0.06,0.5,3.12
449,Mass Effect 2,x360,2010.0,role-playing,electronic arts,1.99,0.82,0.03,0.27,3.11
450,FIFA 15,x360,2014.0,sports,electronic arts,0.78,2.02,0.0,0.3,3.11
451,Dragon Ball Z: Budokai,ps2,2002.0,fighting,atari,2.17,0.28,0.55,0.08,3.09
452,Madden NFL 2002,ps2,2001.0,sports,electronic arts,2.5,0.16,0.01,0.42,3.08
453,World Class Track Meet,nes,1986.0,sports,namco bandai games,1.92,0.45,0.64,0.07,3.08
454,Borderlands 2,x360,2012.0,shooter,take-two interactive,1.89,0.91,0.04,0.24,3.07
455,The Legend of Zelda: A Link Between Worlds,3ds,2013.0,action,nintendo,1.4,0.99,0.46,0.22,3.07
456,Donkey Kong,gb,1994.0,platform,nintendo,1.57,0.62,0.55,0.34,3.07
457,The Sims: Vacation,pc,2002.0,simulation,electronic arts,1.72,1.21,0.0,0.14,3.07
458,Mass Effect 3,x360,2012.0,role-playing,electronic arts,1.94,0.86,0.03,0.24,3.07
459,Kung Fu Panda,x360,2008.0,action,activision,1.91,0.84,0.0,0.29,3.05
460,Far Cry 3,x360,2012.0,shooter,ubisoft,1.38,1.35,0.02,0.28,3.04
461,Epic Mickey,wii,2010.0,platform,disney interactive studios,2.06,0.64,0.12,0.22,3.04
462,Saints Row 2,x360,2008.0,action,thq,1.94,0.8,0.02,0.27,3.03
463,Rayman,ps,1995.0,platform,ubisoft,1.54,1.33,0.0,0.16,3.03
464,Killzone 2,ps3,2009.0,shooter,sony computer entertainment,1.4,1.07,0.08,0.47,3.02
465,Tom Clancy's Splinter Cell,xb,2002.0,action,ubisoft,1.85,1.04,0.0,0.13,3.02
466,Mike Tyson's Punch-Out!!,nes,1987.0,fighting,nintendo,2.03,0.47,0.45,0.07,3.02
467,WWE SmackDown! Shut Your Mouth,ps2,2002.0,sports,thq,1.45,1.13,0.07,0.38,3.02
468,Gears of War: Ultimate Edition,xone,2015.0,shooter,microsoft game studios,2.38,0.32,0.0,0.31,3.0
469,NBA 2K13,x360,2012.0,sports,take-two interactive,2.6,0.21,0.01,0.19,3.0
470,Dragon Ball Z: Budokai Tenkaichi 3,ps2,2007.0,fighting,atari,1.15,0.0,0.76,1.09,3.0
471,wwe Smackdown vs. Raw 2006,ps2,2009.0,fighting,unknown,1.57,1.02,0.0,0.41,3.0
472,Middle-Earth: Shadow of Mordor,ps4,2014.0,action,warner bros. interactive entertainment,1.01,1.41,0.05,0.53,2.99
473,Star Fox,snes,1993.0,shooter,nintendo,1.61,0.51,0.8,0.07,2.99
474,The Sims: Livin Large,pc,2000.0,misc,electronic arts,1.67,1.18,0.0,0.13,2.99
475,World Soccer Winning Eleven 6 International,ps2,2002.0,sports,konami digital entertainment,0.12,1.26,1.16,0.45,2.99
476,Devil May Cry,ps2,2001.0,action,capcom,1.36,0.86,0.64,0.13,2.99
477,Animal Crossing: Happy Home Designer,3ds,2015.0,simulation,nintendo,0.47,1.0,1.39,0.12,2.98
478,Battlefield: Bad Company 2,ps3,2010.0,shooter,electronic arts,1.33,1.12,0.08,0.45,2.97
479,The Sims 4,pc,2014.0,simulation,electronic arts,0.96,1.72,0.0,0.29,2.97
480,Star Wars: The Old Republic,pc,2011.0,role-playing,electronic arts,1.58,1.01,0.0,0.38,2.97
481,Sonic Heroes,ps2,2003.0,platform,sega,1.04,1.37,0.06,0.49,2.96
482,Kirby Super Star Ultra,ds,2008.0,platform,nintendo,1.57,0.04,1.19,0.15,2.96
483,Hitman 2: Silent Assassin,ps2,2002.0,action,eidos interactive,1.36,1.15,0.04,0.41,2.96
484,Street Fighter IV,x360,2009.0,fighting,capcom,1.82,0.71,0.15,0.26,2.95
485,Wave Race 64,n64,1996.0,racing,nintendo,1.98,0.58,0.34,0.04,2.94
486,SOCOM II: U.S. Navy SEALs,ps2,2003.0,shooter,sony computer entertainment,2.22,0.51,0.06,0.15,2.94
487,WWE SmackDown! vs. RAW 2006,ps2,2005.0,fighting,thq,1.45,1.11,0.04,0.33,2.94
488,inFAMOUS,ps3,2009.0,action,sony computer entertainment,1.76,0.69,0.12,0.37,2.94
489,Pac-Man Collection,gba,2001.0,puzzle,atari,2.07,0.77,0.05,0.05,2.94
490,Mass Effect,x360,2007.0,role-playing,microsoft game studios,1.83,0.8,0.03,0.27,2.93
491,WarioWare: Smooth Moves,wii,2006.0,puzzle,nintendo,0.87,1.06,0.73,0.26,2.92
492,Cooking Mama: Cook Off,wii,2007.0,simulation,505 games,1.43,1.13,0.05,0.3,2.91
493,Super Mario World 2: Yoshi's Island,gba,2002.0,platform,nintendo,1.75,0.45,0.62,0.09,2.91
494,FIFA 14,ps4,2013.0,sports,electronic arts,0.61,1.85,0.11,0.33,2.9
495,Titanfall,xone,2014.0,shooter,electronic arts,1.84,0.8,0.04,0.22,2.9
496,Sonic Mega Collection Plus,ps2,2004.0,misc,sega,1.54,1.14,0.0,0.22,2.9
497,Sega Superstars Tennis,x360,2008.0,sports,sega,1.75,0.86,0.0,0.28,2.9
498,World Soccer Winning Eleven 7 International,ps2,2003.0,sports,konami digital entertainment,0.08,1.24,1.13,0.45,2.9
499,Need for Speed: Most Wanted,ps3,2012.0,racing,electronic arts,0.71,1.51,0.06,0.61,2.89
500,Hot Shots Golf 3,ps2,2001.0,sports,sony computer entertainment,0.99,0.32,1.38,0.2,2.89
501,Call of Duty: Finest Hour,ps2,2004.0,shooter,activision,1.51,1.12,0.01,0.24,2.89
502,Zumba Fitness 2,wii,2011.0,sports,majesco entertainment,1.54,1.07,0.0,0.28,2.88
503,Syphon Filter,ps,1999.0,shooter,sony computer entertainment,2.03,0.72,0.02,0.11,2.88
504,Imagine: Babyz,ds,2007.0,simulation,ubisoft,1.3,1.27,0.0,0.31,2.88
505,Colin McRae Rally,ps,1998.0,racing,codemasters,0.09,2.43,0.12,0.22,2.87
506,Call of Duty: Ghosts,xone,2013.0,shooter,activision,1.87,0.77,0.0,0.22,2.86
507,Madden NFL 13,x360,2012.0,sports,electronic arts,2.53,0.16,0.0,0.17,2.86
508,The Elder Scrolls III: Morrowind,xb,2002.0,role-playing,ubisoft,2.09,0.63,0.03,0.11,2.86
509,Mortal Kombat,ps3,2011.0,fighting,warner bros. interactive entertainment,1.98,0.55,0.0,0.32,2.85
510,F-Zero,snes,1990.0,racing,nintendo,1.37,0.51,0.89,0.07,2.85
511,Yoshi's Story,n64,1997.0,platform,nintendo,1.29,0.53,0.98,0.05,2.85
512,Command & Conquer: Red Alert,pc,1996.0,strategy,virgin interactive,1.37,1.34,0.0,0.14,2.85
513,Skylanders: Spyro's Adventure,wii,2011.0,action,activision,1.4,1.14,0.0,0.31,2.85
514,FIFA 16,ps3,2015.0,sports,electronic arts,0.4,1.98,0.05,0.42,2.85
515,Assassin's Creed: Brotherhood,ps3,2010.0,action,ubisoft,1.87,0.57,0.11,0.3,2.84
516,BioShock,x360,2007.0,shooter,take-two interactive,1.65,0.86,0.05,0.28,2.83
517,Madden NFL 10,x360,2009.0,sports,electronic arts,2.52,0.09,0.0,0.22,2.83
518,Medal of Honor,ps3,2010.0,shooter,electronic arts,1.28,1.05,0.07,0.43,2.83
519,WWE SmackDown! vs. Raw,ps2,2002.0,fighting,thq,1.32,1.08,0.04,0.39,2.83
520,Metroid Prime,gc,2002.0,shooter,nintendo,1.96,0.67,0.1,0.09,2.82
521,Finding Nemo,gba,2003.0,action,thq,1.59,1.05,0.04,0.14,2.82
522,Myst,pc,1994.0,adventure,red orb,0.02,2.79,0.0,0.0,2.81
523,Need for Speed: Hot Pursuit,ps3,2010.0,racing,electronic arts,1.05,1.25,0.03,0.48,2.81
524,Imagine: Fashion Designer,ds,2007.0,simulation,ubisoft,1.32,1.19,0.0,0.3,2.81
525,WWE SmackDown! Here Comes the Pain,ps2,2003.0,fighting,thq,1.32,1.06,0.04,0.38,2.8
526,Star Wars: The Force Unleashed,x360,2008.0,action,lucasarts,1.74,0.8,0.0,0.26,2.8
527,Yoshi's Island DS,ds,2006.0,platform,nintendo,1.47,0.07,1.1,0.15,2.8
528,Hot Shots Golf,ps,1997.0,sports,sony computer entertainment,0.29,0.2,2.13,0.18,2.79
529,Killzone 3,ps3,2011.0,shooter,sony computer entertainment,1.45,0.88,0.09,0.38,2.79
530,A Bug's Life,ps,1998.0,platform,sony computer entertainment,1.96,0.72,0.0,0.11,2.79
531,WWF SmackDown! Just Bring It,ps2,2001.0,fighting,thq,1.19,1.15,0.04,0.41,2.79
532,Dragon Quest V: Tenkuu no Hanayome,snes,1992.0,role-playing,enix corporation,0.0,0.0,2.78,0.01,2.79
533,Mortal Kombat Trilogy,ps,1996.0,fighting,gt interactive,1.98,0.7,0.0,0.11,2.79
534,Battlefield 3,pc,2011.0,shooter,electronic arts,0.89,1.43,0.0,0.48,2.79
535,NBA Street,ps2,2001.0,sports,electronic arts,2.19,0.22,0.0,0.38,2.79
